Interaction_ID,Ticket_ID,Channel,Interaction_Date,Duration_Minutes,Messages_Exchanged,Bot_Handled,Transferred_To_Agent,Resolution_Achieved,Hold_Time_Minutes,Sentiment_Score,Duration_Tier,Sentiment_Tier
INT011263,TKT011263,Live Chat,2022-12-30,17.6,22.0,0,1,1,,0.66,Extended (15-30m),Positive
INT011264,TKT011264,Social Media,2023-11-24,2.5,1.0,1,1,1,,-0.03,Quick (0-5m),Neutral
INT011265,TKT011265,Chatbot,2023-05-02,1.6,12.0,1,0,1,,-0.8,Quick (0-5m),Negative
INT011266,TKT011266,Chatbot,2024-04-09,1.2,24.0,1,1,1,,-0.11,Quick (0-5m),Neutral
INT011267,TKT011267,Live Chat,2023-10-04,19.5,20.0,0,0,0,,-0.32,Extended (15-30m),Negative
INT011268,TKT011268,Live Chat,2024-04-17,17.3,21.0,0,1,1,,0.38,Extended (15-30m),Positive
INT011269,TKT011269,Inbound Call,2024-10-26,23.8,,0,0,0,5.0,-0.63,Extended (15-30m),Negative
INT011270,TKT011270,Email,2022-05-24,0.9,8.0,1,1,1,,0.87,Quick (0-5m),Positive
INT011271,TKT011271,Live Chat,2022-04-01,16.8,19.0,1,1,0,,0.56,Extended (15-30m),Positive
INT011272,TKT011272,Email,2023-09-12,2.8,4.0,0,1,1,,-0.22,Quick (0-5m),Neutral
INT011273,TKT011273,Live Chat,2023-10-05,21.4,24.0,0,1,1,,-0.62,Extended (15-30m),Negative
INT011274,TKT011274,Outbound Call,2023-03-30,17.2,,0,1,0,5.2,0.54,Extended (15-30m),Positive
INT011275,TKT011275,Email,2023-03-20,4.3,1.0,0,1,0,,-0.76,Quick (0-5m),Negative
INT011276,TKT011276,Live Chat,2022-09-26,25.8,10.0,0,1,1,,-0.83,Extended (15-30m),Negative
INT011277,TKT011277,Inbound Call,2024-05-01,7.9,,1,0,0,8.8,0.36,Standard (5-15m),Positive
INT011278,TKT011278,Live Chat,2024-04-01,13.8,12.0,1,0,0,,-0.6,Standard (5-15m),Negative
INT011279,TKT011279,Email,2022-07-25,1.6,8.0,1,0,1,,0.29,Quick (0-5m),Neutral
INT011280,TKT011280,Live Chat,2024-11-21,19.9,20.0,0,0,1,,-0.29,Extended (15-30m),Neutral
INT011281,TKT011281,Inbound Call,2023-10-09,45.0,,0,0,1,1.8,-0.81,Long (30m+),Negative
INT011282,TKT011282,Live Chat,2022-01-01,22.8,10.0,0,0,1,,0.25,Extended (15-30m),Neutral
INT011283,TKT011283,Inbound Call,2022-12-09,29.3,,0,0,1,4.3,0.29,Extended (15-30m),Neutral
INT011284,TKT011284,Chatbot,2023-11-25,3.5,4.0,1,1,1,,0.08,Quick (0-5m),Neutral
INT011285,TKT011285,Live Chat,2023-01-31,20.1,22.0,0,1,0,,-0.3,Extended (15-30m),Negative
INT011286,TKT011286,Social Media,2022-01-24,9.3,2.0,1,1,1,,0.83,Standard (5-15m),Positive
INT011287,TKT011287,Live Chat,2022-03-05,8.2,5.0,1,1,0,,0.36,Standard (5-15m),Positive
INT011288,TKT011288,Email,2023-01-13,3.0,3.0,0,1,1,,0.11,Quick (0-5m),Neutral
INT011289,TKT011289,Social Media,2023-12-26,1.7,2.0,0,0,1,,-0.04,Quick (0-5m),Neutral
INT011290,TKT011290,Inbound Call,2022-07-13,20.4,,0,0,1,3.8,0.69,Extended (15-30m),Positive
INT011291,TKT011291,Inbound Call,2022-07-09,23.2,,1,0,1,2.1,0.92,Extended (15-30m),Positive
INT011292,TKT011292,Live Chat,2022-04-23,11.3,20.0,0,0,0,,0.11,Standard (5-15m),Neutral
INT011293,TKT011293,Live Chat,2022-07-05,15.1,6.0,0,0,0,,-0.9,Extended (15-30m),Negative
INT011294,TKT011294,Email,2023-08-28,3.5,5.0,0,1,1,,-0.02,Quick (0-5m),Neutral
INT011295,TKT011295,Email,2022-08-26,3.6,4.0,0,0,0,,0.29,Quick (0-5m),Neutral
INT011296,TKT011296,Live Chat,2024-04-01,25.3,23.0,1,1,1,,0.64,Extended (15-30m),Positive
INT011297,TKT011297,Social Media,2024-02-05,8.1,8.0,0,1,0,,-0.38,Standard (5-15m),Negative
INT011298,TKT011298,Inbound Call,2023-12-31,13.8,,0,0,1,8.7,0.35,Standard (5-15m),Positive
INT011299,TKT011299,Social Media,2022-09-05,9.6,8.0,0,0,1,,-0.91,Standard (5-15m),Negative
INT011300,TKT011300,Social Media,2022-07-14,7.1,3.0,0,0,1,,-0.3,Standard (5-15m),Negative
INT011301,TKT011301,Email,2023-04-01,4.3,2.0,0,1,1,,-0.4,Quick (0-5m),Negative
INT011302,TKT011302,Email,2024-04-23,1.0,7.0,0,1,0,,-0.83,Quick (0-5m),Negative
INT011303,TKT011303,Live Chat,2024-06-16,9.7,10.0,0,0,0,,0.4,Standard (5-15m),Positive
INT011304,TKT011304,Inbound Call,2024-10-24,43.4,,0,0,1,8.4,-0.26,Long (30m+),Neutral
INT011305,TKT011305,Email,2024-10-05,3.8,3.0,1,1,1,,-0.56,Quick (0-5m),Negative
INT011306,TKT011306,Email,2024-09-16,1.3,4.0,1,1,1,,-0.71,Quick (0-5m),Negative
INT011307,TKT011307,Email,2022-01-24,2.7,1.0,0,0,1,,0.81,Quick (0-5m),Positive
INT011308,TKT011308,Email,2023-09-30,4.7,1.0,0,0,1,,-0.72,Quick (0-5m),Negative
INT011309,TKT011309,Inbound Call,2022-10-30,7.6,,0,0,1,9.7,0.73,Standard (5-15m),Positive
INT011310,TKT011310,Live Chat,2023-02-22,18.3,23.0,0,0,1,,0.04,Extended (15-30m),Neutral
INT011311,TKT011311,Social Media,2022-11-30,9.3,1.0,0,0,0,,-0.94,Standard (5-15m),Negative
INT011312,TKT011312,Inbound Call,2024-01-19,34.2,,0,0,0,0.9,0.92,Long (30m+),Positive
INT011313,TKT011313,Inbound Call,2024-10-01,35.2,,0,1,1,7.8,0.11,Long (30m+),Neutral
INT011314,TKT011314,Live Chat,2022-07-27,12.2,10.0,0,0,1,,-0.36,Standard (5-15m),Negative
INT011315,TKT011315,Social Media,2024-05-15,1.5,2.0,0,1,1,,-0.46,Quick (0-5m),Negative
INT011316,TKT011316,Chatbot,2022-11-11,8.6,20.0,1,1,1,,-0.37,Standard (5-15m),Negative
INT011317,TKT011317,Social Media,2023-03-27,12.2,9.0,0,1,0,,-0.57,Standard (5-15m),Negative
INT011318,TKT011318,Inbound Call,2022-10-15,43.6,,0,1,1,6.6,-0.51,Long (30m+),Negative
INT011319,TKT011319,Live Chat,2023-02-03,5.6,22.0,0,1,1,,-0.24,Standard (5-15m),Neutral
INT011320,TKT011320,Live Chat,2023-12-24,26.1,3.0,0,0,0,,0.04,Extended (15-30m),Neutral
INT011321,TKT011321,Inbound Call,2022-10-04,8.3,,1,1,1,3.2,0.45,Standard (5-15m),Positive
INT011322,TKT011322,Social Media,2023-06-28,12.3,8.0,0,1,1,,-0.39,Standard (5-15m),Negative
INT011323,TKT011323,Live Chat,2022-04-17,16.3,20.0,0,1,1,,-0.73,Extended (15-30m),Negative
INT011324,TKT011324,Chatbot,2024-09-05,1.9,6.0,1,0,1,,-0.96,Quick (0-5m),Negative
INT011325,TKT011325,Live Chat,2022-05-30,28.1,24.0,0,1,0,,-0.26,Extended (15-30m),Neutral
INT011326,TKT011326,Email,2024-10-12,1.0,3.0,1,0,1,,0.58,Quick (0-5m),Positive
INT011327,TKT011327,Chatbot,2024-12-05,8.9,13.0,1,0,1,,-0.34,Standard (5-15m),Negative
INT011328,TKT011328,Inbound Call,2023-12-16,10.6,,0,0,1,5.9,-0.57,Standard (5-15m),Negative
INT011329,TKT011329,Inbound Call,2022-11-13,31.9,,1,0,1,7.4,0.82,Long (30m+),Positive
INT011330,TKT011330,Outbound Call,2024-07-08,10.2,,0,0,0,1.4,0.32,Standard (5-15m),Positive
INT011331,TKT011331,Outbound Call,2022-01-15,20.2,,0,1,0,5.2,0.95,Extended (15-30m),Positive
INT011332,TKT011332,Chatbot,2024-03-29,6.4,24.0,1,0,1,,0.12,Standard (5-15m),Neutral
INT011333,TKT011333,Social Media,2022-05-20,14.8,3.0,1,0,1,,0.08,Standard (5-15m),Neutral
INT011334,TKT011334,Live Chat,2023-01-07,10.0,19.0,0,0,1,,0.94,Standard (5-15m),Positive
INT011335,TKT011335,Social Media,2022-09-26,11.2,8.0,0,0,1,,0.22,Standard (5-15m),Neutral
INT011336,TKT011336,Inbound Call,2022-03-09,6.7,,0,1,0,0.1,0.03,Standard (5-15m),Neutral
INT011337,TKT011337,Inbound Call,2023-04-16,17.1,,1,0,1,9.7,-0.52,Extended (15-30m),Negative
INT011338,TKT011338,Inbound Call,2024-03-06,35.1,,0,1,1,3.5,-0.23,Long (30m+),Neutral
INT011339,TKT011339,Outbound Call,2024-01-29,39.8,,0,0,1,3.8,0.12,Long (30m+),Neutral
INT011340,TKT011340,Email,2024-05-29,2.7,7.0,1,0,1,,0.13,Quick (0-5m),Neutral
INT011341,TKT011341,Live Chat,2024-10-01,11.6,3.0,0,0,0,,-0.09,Standard (5-15m),Neutral
INT011342,TKT011342,Chatbot,2022-07-11,7.3,20.0,1,0,1,,0.38,Standard (5-15m),Positive
INT011343,TKT011343,Chatbot,2022-08-14,8.9,11.0,1,0,1,,-0.69,Standard (5-15m),Negative
INT011344,TKT011344,Inbound Call,2024-06-02,40.3,,0,1,1,2.9,0.73,Long (30m+),Positive
INT011345,TKT011345,Live Chat,2022-05-10,29.9,17.0,0,0,1,,0.47,Extended (15-30m),Positive
INT011346,TKT011346,Live Chat,2022-06-17,15.7,7.0,1,1,1,,0.65,Extended (15-30m),Positive
INT011347,TKT011347,Outbound Call,2022-09-27,4.2,,0,0,1,8.5,-0.93,Quick (0-5m),Negative
INT011348,TKT011348,Outbound Call,2023-04-17,8.5,,0,0,1,6.6,0.56,Standard (5-15m),Positive
INT011349,TKT011349,Live Chat,2023-03-30,15.5,23.0,0,1,1,,0.48,Extended (15-30m),Positive
INT011350,TKT011350,Live Chat,2022-05-02,20.8,8.0,0,1,1,,-0.96,Extended (15-30m),Negative
INT011351,TKT011351,Social Media,2023-10-27,3.5,4.0,0,1,1,,-0.1,Quick (0-5m),Neutral
INT011352,TKT011352,Email,2024-11-06,3.5,3.0,0,0,1,,-0.39,Quick (0-5m),Negative
INT011353,TKT011353,Inbound Call,2022-10-05,22.3,,1,0,1,3.5,-0.49,Extended (15-30m),Negative
INT011354,TKT011354,Email,2024-05-28,1.4,4.0,1,1,0,,-0.69,Quick (0-5m),Negative
INT011355,TKT011355,Inbound Call,2023-03-29,32.2,,0,0,1,7.5,-0.49,Long (30m+),Negative
INT011356,TKT011356,Outbound Call,2023-08-06,15.5,,0,0,1,9.4,0.52,Extended (15-30m),Positive
INT011357,TKT011357,Email,2023-11-30,3.9,4.0,0,0,0,,0.82,Quick (0-5m),Positive
INT011358,TKT011358,Chatbot,2024-05-31,8.2,10.0,1,0,1,,-0.3,Standard (5-15m),Negative
INT011359,TKT011359,Social Media,2024-10-31,8.1,9.0,0,0,1,,-0.43,Standard (5-15m),Negative
INT011360,TKT011360,Chatbot,2022-08-04,9.7,24.0,1,0,0,,-0.41,Standard (5-15m),Negative
INT011361,TKT011361,Social Media,2024-03-03,2.0,3.0,1,1,0,,0.07,Quick (0-5m),Neutral
INT011362,TKT011362,Inbound Call,2022-08-09,28.7,,0,0,0,4.1,-0.91,Extended (15-30m),Negative
INT011363,TKT011363,Chatbot,2024-04-08,8.4,15.0,1,1,1,,0.15,Standard (5-15m),Neutral
INT011364,TKT011364,Social Media,2022-04-10,3.9,6.0,0,0,0,,0.84,Quick (0-5m),Positive
INT011365,TKT011365,Social Media,2024-01-06,10.8,4.0,0,1,1,,-0.02,Standard (5-15m),Neutral
INT011366,TKT011366,Inbound Call,2023-12-06,10.0,,0,0,1,5.2,-0.2,Standard (5-15m),Neutral
INT011367,TKT011367,Inbound Call,2022-07-02,22.2,,0,0,0,8.2,-0.92,Extended (15-30m),Negative
INT011368,TKT011368,Outbound Call,2022-10-16,41.4,,1,0,1,1.0,0.1,Long (30m+),Neutral
INT011369,TKT011369,Live Chat,2023-03-21,24.0,16.0,0,1,1,,-0.73,Extended (15-30m),Negative
INT011370,TKT011370,Chatbot,2022-01-13,1.1,9.0,1,1,1,,-0.08,Quick (0-5m),Neutral
INT011371,TKT011371,Inbound Call,2022-09-08,37.3,,0,0,0,7.7,-0.38,Long (30m+),Negative
INT011372,TKT011372,Social Media,2023-07-16,7.9,3.0,0,0,1,,-0.48,Standard (5-15m),Negative
INT011373,TKT011373,Email,2022-01-28,2.1,7.0,0,0,1,,0.92,Quick (0-5m),Positive
INT011374,TKT011374,Inbound Call,2023-06-07,15.2,,0,1,0,3.2,0.58,Extended (15-30m),Positive
INT011375,TKT011375,Live Chat,2024-04-13,7.7,10.0,1,1,1,,-0.76,Standard (5-15m),Negative
INT011376,TKT011376,Outbound Call,2022-06-04,4.2,,0,0,0,2.1,-0.37,Quick (0-5m),Negative
INT011377,TKT011377,Live Chat,2024-10-20,17.0,23.0,0,1,1,,0.41,Extended (15-30m),Positive
INT011378,TKT011378,Inbound Call,2023-06-10,6.9,,0,0,1,8.4,0.65,Standard (5-15m),Positive
INT011379,TKT011379,Live Chat,2023-04-29,27.7,9.0,0,0,0,,0.05,Extended (15-30m),Neutral
INT011380,TKT011380,Live Chat,2024-05-20,23.0,20.0,0,0,1,,0.8,Extended (15-30m),Positive
INT011381,TKT011381,Live Chat,2023-10-29,11.7,17.0,0,1,1,,-0.28,Standard (5-15m),Neutral
INT011382,TKT011382,Chatbot,2023-07-29,2.3,13.0,1,0,1,,-0.85,Quick (0-5m),Negative
INT011383,TKT011383,Inbound Call,2023-12-23,30.2,,0,0,0,3.0,0.88,Long (30m+),Positive
INT011384,TKT011384,Live Chat,2024-04-07,6.8,7.0,0,0,1,,-0.17,Standard (5-15m),Neutral
INT011385,TKT011385,Live Chat,2023-11-12,13.1,9.0,0,0,0,,-0.95,Standard (5-15m),Negative
INT011386,TKT011386,Chatbot,2022-03-13,7.9,18.0,1,1,1,,0.44,Standard (5-15m),Positive
INT011387,TKT011387,Live Chat,2022-09-27,22.5,16.0,0,0,1,,-0.5,Extended (15-30m),Negative
INT011388,TKT011388,Inbound Call,2024-07-24,31.9,,0,0,1,5.6,-0.82,Long (30m+),Negative
INT011389,TKT011389,Chatbot,2023-11-29,6.2,15.0,1,1,1,,0.69,Standard (5-15m),Positive
INT011390,TKT011390,Chatbot,2024-06-04,6.9,15.0,1,0,1,,-0.51,Standard (5-15m),Negative
INT011391,TKT011391,Social Media,2023-03-28,6.0,2.0,0,0,1,,0.09,Standard (5-15m),Neutral
INT011392,TKT011392,Social Media,2023-12-15,7.4,5.0,0,0,1,,0.22,Standard (5-15m),Neutral
INT011393,TKT011393,Chatbot,2022-03-25,3.2,9.0,1,0,0,,0.89,Quick (0-5m),Positive
INT011394,TKT011394,Inbound Call,2023-06-13,26.1,,1,0,0,0.1,-0.21,Extended (15-30m),Neutral
INT011395,TKT011395,Chatbot,2023-07-16,7.6,25.0,1,0,1,,0.0,Standard (5-15m),Neutral
INT011396,TKT011396,Email,2023-09-17,4.2,1.0,0,1,1,,-0.4,Quick (0-5m),Negative
INT011397,TKT011397,Social Media,2022-02-02,9.5,3.0,0,1,1,,-0.07,Standard (5-15m),Neutral
INT011398,TKT011398,Live Chat,2024-01-06,27.4,16.0,1,1,1,,-0.99,Extended (15-30m),Negative
INT011399,TKT011399,Live Chat,2024-06-26,8.3,18.0,0,1,1,,0.72,Standard (5-15m),Positive
INT011400,TKT011400,Email,2023-01-02,1.3,1.0,0,0,1,,-0.87,Quick (0-5m),Negative
INT011401,TKT011401,Email,2023-01-26,3.9,2.0,0,0,1,,-0.51,Quick (0-5m),Negative
INT011402,TKT011402,Live Chat,2024-12-28,13.7,25.0,1,0,1,,0.44,Standard (5-15m),Positive
INT011403,TKT011403,Chatbot,2024-07-19,2.4,25.0,1,0,1,,0.28,Quick (0-5m),Neutral
INT011404,TKT011404,Inbound Call,2024-03-10,15.7,,0,0,0,7.1,0.5,Extended (15-30m),Positive
INT011405,TKT011405,Social Media,2022-06-25,5.2,5.0,1,1,1,,0.01,Standard (5-15m),Neutral
INT011406,TKT011406,Live Chat,2023-12-09,28.3,3.0,1,0,1,,0.86,Extended (15-30m),Positive
INT011407,TKT011407,Live Chat,2022-04-02,15.7,15.0,1,1,1,,0.89,Extended (15-30m),Positive
INT011408,TKT011408,Inbound Call,2024-03-11,17.6,,0,0,1,7.6,0.52,Extended (15-30m),Positive
INT011409,TKT011409,Social Media,2024-10-11,14.0,5.0,1,1,1,,-0.36,Standard (5-15m),Negative
INT011410,TKT011410,Chatbot,2024-12-10,2.2,5.0,1,0,1,,-0.92,Quick (0-5m),Negative
INT011411,TKT011411,Inbound Call,2024-03-31,29.7,,0,1,0,2.3,0.1,Extended (15-30m),Neutral
INT011412,TKT011412,Email,2024-08-19,4.5,3.0,0,0,1,,-0.98,Quick (0-5m),Negative
INT011413,TKT011413,Inbound Call,2024-02-08,26.1,,0,0,0,9.7,0.62,Extended (15-30m),Positive
INT011414,TKT011414,Inbound Call,2023-10-18,21.1,,0,0,0,8.0,0.18,Extended (15-30m),Neutral
INT011415,TKT011415,Live Chat,2022-01-30,26.3,5.0,0,0,1,,0.24,Extended (15-30m),Neutral
INT011416,TKT011416,Inbound Call,2024-03-04,14.8,,0,0,1,2.3,-0.88,Standard (5-15m),Negative
INT011417,TKT011417,Email,2024-07-02,4.2,7.0,0,0,1,,0.17,Quick (0-5m),Neutral
INT011418,TKT011418,Social Media,2022-06-23,14.6,6.0,0,1,0,,-0.64,Standard (5-15m),Negative
INT011419,TKT011419,Live Chat,2024-03-10,9.9,7.0,0,0,1,,-0.19,Standard (5-15m),Neutral
INT011420,TKT011420,Email,2022-10-08,4.0,6.0,0,0,1,,-0.36,Quick (0-5m),Negative
INT011421,TKT011421,Live Chat,2024-03-28,5.1,24.0,0,0,0,,-0.51,Standard (5-15m),Negative
INT011422,TKT011422,Inbound Call,2022-01-17,20.6,,0,0,1,8.8,-0.11,Extended (15-30m),Neutral
INT011423,TKT011423,Chatbot,2023-09-24,9.9,17.0,1,0,1,,0.52,Standard (5-15m),Positive
INT011424,TKT011424,Inbound Call,2024-12-05,22.8,,0,0,1,0.5,-0.53,Extended (15-30m),Negative
INT011425,TKT011425,Social Media,2023-07-08,4.1,9.0,0,1,0,,0.02,Quick (0-5m),Neutral
INT011426,TKT011426,Social Media,2024-04-25,11.3,5.0,0,1,1,,-0.29,Standard (5-15m),Neutral
INT011427,TKT011427,Chatbot,2022-04-05,4.5,23.0,1,1,1,,0.31,Quick (0-5m),Positive
INT011428,TKT011428,Live Chat,2024-03-21,11.0,4.0,1,1,1,,0.13,Standard (5-15m),Neutral
INT011429,TKT011429,Outbound Call,2024-02-15,37.6,,0,0,1,3.8,0.3,Long (30m+),Neutral
INT011430,TKT011430,Live Chat,2024-10-16,27.7,20.0,1,1,1,,0.96,Extended (15-30m),Positive
INT011431,TKT011431,Social Media,2024-10-02,5.8,2.0,0,0,1,,0.01,Standard (5-15m),Neutral
INT011432,TKT011432,Live Chat,2023-08-28,26.2,3.0,0,0,1,,-0.79,Extended (15-30m),Negative
INT011433,TKT011433,Inbound Call,2022-11-20,6.0,,0,0,1,0.3,-0.91,Standard (5-15m),Negative
INT011434,TKT011434,Live Chat,2024-01-16,28.8,18.0,1,0,1,,-0.9,Extended (15-30m),Negative
INT011435,TKT011435,Live Chat,2022-09-28,27.8,7.0,0,0,1,,-0.3,Extended (15-30m),Negative
INT011436,TKT011436,Chatbot,2022-06-27,3.8,24.0,1,0,0,,0.45,Quick (0-5m),Positive
INT011437,TKT011437,Chatbot,2022-10-30,9.7,4.0,1,0,1,,0.68,Standard (5-15m),Positive
INT011438,TKT011438,Live Chat,2022-10-31,24.1,22.0,0,1,1,,0.19,Extended (15-30m),Neutral
INT011439,TKT011439,Live Chat,2023-01-03,11.1,15.0,1,1,1,,-0.04,Standard (5-15m),Neutral
INT011440,TKT011440,Social Media,2023-11-28,5.0,1.0,0,0,1,,0.69,Quick (0-5m),Positive
INT011441,TKT011441,Live Chat,2023-12-01,19.5,14.0,0,0,1,,-0.89,Extended (15-30m),Negative
INT011442,TKT011442,Live Chat,2024-03-10,17.5,16.0,0,1,1,,-0.35,Extended (15-30m),Negative
INT011443,TKT011443,Inbound Call,2022-01-02,17.2,,0,1,1,6.0,-0.89,Extended (15-30m),Negative
INT011444,TKT011444,Chatbot,2023-10-20,7.7,23.0,1,1,1,,0.86,Standard (5-15m),Positive
INT011445,TKT011445,Social Media,2024-12-06,7.0,7.0,0,0,1,,-0.82,Standard (5-15m),Negative
INT011446,TKT011446,Inbound Call,2023-09-25,33.5,,0,0,1,1.6,0.92,Long (30m+),Positive
INT011447,TKT011447,Live Chat,2024-03-10,8.1,19.0,0,0,1,,0.46,Standard (5-15m),Positive
INT011448,TKT011448,Email,2024-07-15,4.1,8.0,0,0,1,,-0.01,Quick (0-5m),Neutral
INT011449,TKT011449,Inbound Call,2022-08-10,18.3,,0,0,1,1.9,-0.37,Extended (15-30m),Negative
INT011450,TKT011450,Chatbot,2022-04-26,2.9,23.0,1,1,1,,0.07,Quick (0-5m),Neutral
INT011451,TKT011451,Inbound Call,2022-11-04,38.7,,0,1,1,2.8,0.29,Long (30m+),Neutral
INT011452,TKT011452,Inbound Call,2024-01-08,21.2,,0,1,1,7.8,-0.04,Extended (15-30m),Neutral
INT011453,TKT011453,Live Chat,2023-04-12,14.1,19.0,0,1,1,,0.83,Standard (5-15m),Positive
INT011454,TKT011454,Outbound Call,2023-02-12,17.5,,0,1,0,5.4,-0.72,Extended (15-30m),Negative
INT011455,TKT011455,Inbound Call,2023-01-21,8.0,,0,1,1,1.1,-0.74,Standard (5-15m),Negative
INT011456,TKT011456,Inbound Call,2022-09-01,33.7,,0,0,0,9.6,0.56,Long (30m+),Positive
INT011457,TKT011457,Live Chat,2023-07-12,18.3,7.0,0,0,1,,0.12,Extended (15-30m),Neutral
INT011458,TKT011458,Live Chat,2024-04-27,21.4,25.0,0,0,0,,-0.19,Extended (15-30m),Neutral
INT011459,TKT011459,Social Media,2023-11-06,11.3,6.0,0,0,0,,0.64,Standard (5-15m),Positive
INT011460,TKT011460,Live Chat,2023-04-16,17.0,7.0,0,1,0,,0.88,Extended (15-30m),Positive
INT011461,TKT011461,Live Chat,2022-11-02,11.3,11.0,1,1,1,,0.05,Standard (5-15m),Neutral
INT011462,TKT011462,Inbound Call,2022-11-03,7.6,,0,0,1,2.7,0.14,Standard (5-15m),Neutral
INT011463,TKT011463,Inbound Call,2022-09-11,11.2,,1,0,0,5.4,-0.89,Standard (5-15m),Negative
INT011464,TKT011464,Outbound Call,2022-06-24,5.7,,0,0,1,6.7,-0.0,Standard (5-15m),Neutral
INT011465,TKT011465,Inbound Call,2023-07-09,14.2,,0,1,1,2.1,-0.96,Standard (5-15m),Negative
INT011466,TKT011466,Inbound Call,2023-04-09,7.8,,0,0,1,5.8,-0.19,Standard (5-15m),Neutral
INT011467,TKT011467,Email,2022-08-12,1.3,2.0,1,0,1,,0.93,Quick (0-5m),Positive
INT011468,TKT011468,Inbound Call,2022-06-03,18.7,,0,1,1,7.4,0.53,Extended (15-30m),Positive
INT011469,TKT011469,Email,2022-03-05,4.9,6.0,0,0,1,,0.47,Quick (0-5m),Positive
INT011470,TKT011470,Live Chat,2024-09-21,27.5,7.0,1,0,1,,0.57,Extended (15-30m),Positive
INT011471,TKT011471,Inbound Call,2023-04-01,28.8,,0,0,0,1.9,0.7,Extended (15-30m),Positive
INT011472,TKT011472,Email,2023-02-08,3.0,4.0,1,0,1,,-0.91,Quick (0-5m),Negative
INT011473,TKT011473,Email,2024-08-11,2.2,7.0,0,0,1,,0.76,Quick (0-5m),Positive
INT011474,TKT011474,Chatbot,2022-11-06,4.0,21.0,1,0,1,,0.55,Quick (0-5m),Positive
INT011475,TKT011475,Social Media,2023-09-15,2.5,10.0,0,0,1,,0.37,Quick (0-5m),Positive
INT011476,TKT011476,Outbound Call,2022-11-01,32.0,,0,0,1,4.5,-0.19,Long (30m+),Neutral
INT011477,TKT011477,Live Chat,2022-08-24,26.4,19.0,1,0,1,,-0.4,Extended (15-30m),Negative
INT011478,TKT011478,Live Chat,2024-12-23,17.0,21.0,0,0,1,,-0.62,Extended (15-30m),Negative
INT011479,TKT011479,Live Chat,2023-04-13,13.2,7.0,0,0,0,,-0.32,Standard (5-15m),Negative
INT011480,TKT011480,Live Chat,2023-03-21,19.7,10.0,0,0,1,,0.76,Extended (15-30m),Positive
INT011481,TKT011481,Live Chat,2024-11-24,9.7,20.0,1,0,1,,-0.89,Standard (5-15m),Negative
INT011482,TKT011482,Outbound Call,2024-10-25,18.3,,0,0,1,6.0,0.45,Extended (15-30m),Positive
INT011483,TKT011483,Inbound Call,2022-02-01,8.9,,0,0,1,1.4,-0.83,Standard (5-15m),Negative
INT011484,TKT011484,Inbound Call,2024-02-24,28.6,,0,0,0,4.2,-0.77,Extended (15-30m),Negative
INT011485,TKT011485,Social Media,2023-09-29,14.3,4.0,1,1,1,,-0.6,Standard (5-15m),Negative
INT011486,TKT011486,Live Chat,2024-04-16,9.6,20.0,0,0,1,,0.35,Standard (5-15m),Positive
INT011487,TKT011487,Inbound Call,2024-08-06,12.6,,0,0,1,8.4,0.7,Standard (5-15m),Positive
INT011488,TKT011488,Inbound Call,2024-06-10,8.8,,0,1,1,0.6,-0.72,Standard (5-15m),Negative
INT011489,TKT011489,Inbound Call,2023-11-12,7.2,,1,0,1,6.4,-0.53,Standard (5-15m),Negative
INT011490,TKT011490,Email,2024-10-29,2.4,3.0,0,0,1,,0.27,Quick (0-5m),Neutral
INT011491,TKT011491,Chatbot,2024-07-13,4.3,4.0,1,0,1,,-0.09,Quick (0-5m),Neutral
INT011492,TKT011492,Inbound Call,2023-12-12,9.2,,0,0,1,3.3,0.27,Standard (5-15m),Neutral
INT011493,TKT011493,Live Chat,2024-05-04,24.8,10.0,0,0,1,,-0.68,Extended (15-30m),Negative
INT011494,TKT011494,Chatbot,2023-09-08,4.1,15.0,1,0,1,,-0.08,Quick (0-5m),Neutral
INT011495,TKT011495,Email,2024-12-06,3.0,6.0,0,0,1,,-0.32,Quick (0-5m),Negative
INT011496,TKT011496,Live Chat,2022-10-22,8.6,9.0,0,1,1,,-0.13,Standard (5-15m),Neutral
INT011497,TKT011497,Social Media,2024-10-08,1.4,8.0,1,0,0,,-0.41,Quick (0-5m),Negative
INT011498,TKT011498,Email,2022-11-02,2.7,2.0,0,0,1,,-0.71,Quick (0-5m),Negative
INT011499,TKT011499,Outbound Call,2023-09-29,15.9,,1,0,1,1.5,0.33,Extended (15-30m),Positive
INT011500,TKT011500,Inbound Call,2023-01-16,33.9,,0,0,0,9.6,0.34,Long (30m+),Positive
INT011501,TKT011501,Chatbot,2023-10-22,2.5,22.0,1,0,1,,-0.47,Quick (0-5m),Negative
INT011502,TKT011502,Chatbot,2023-11-01,3.8,3.0,1,0,1,,0.15,Quick (0-5m),Neutral
INT011503,TKT011503,Live Chat,2022-05-19,12.7,12.0,0,1,1,,0.92,Standard (5-15m),Positive
INT011504,TKT011504,Social Media,2024-12-14,12.1,7.0,1,0,1,,0.07,Standard (5-15m),Neutral
INT011505,TKT011505,Email,2023-01-18,4.4,6.0,0,0,0,,-0.37,Quick (0-5m),Negative
INT011506,TKT011506,Inbound Call,2022-02-21,20.4,,0,0,1,6.0,-0.38,Extended (15-30m),Negative
INT011507,TKT011507,Inbound Call,2022-04-05,20.3,,0,0,1,3.6,0.66,Extended (15-30m),Positive
INT011508,TKT011508,Live Chat,2023-05-31,12.8,19.0,0,0,1,,-0.02,Standard (5-15m),Neutral
